[2022-02-25 11:59:41,730] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.1/lib/python3.7/site-packages/multiqc_config.yaml
[2022-02-25 12:00:35,044] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,046] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,047] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,050] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,051] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C1_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,053] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,054] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C1_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,055] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,056] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,057] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK0_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,059] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C0_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,060] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK24_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,061] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK24_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,062] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,063] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,064] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,065] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,068] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,069] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,070] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C1_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,071] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK24_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,072] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK0_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,075] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK24_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,077] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C0_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,080] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,082] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK24_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,083] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C1_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,084] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,085] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,086] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C0_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,087] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C0_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,088] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK24_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,089] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,090] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,092] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,094] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,096] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C0_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C1_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,102] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK0_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,103] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,105] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK0_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,106] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,108] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK0_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,109] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,110] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,112] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C24_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,113] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK0_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,115] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,116] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C1_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,118] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK0_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,119] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK24_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,120] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'C4_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,121] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK1_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:35,124] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting 'IK4_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-02-25 12:00:47,912] multiqc.modules.deeptools.deeptools                [DEBUG  ]  Found 0 and 16 deepTools plotFingerprint --outQualityMetrics and --outRawCounts samples, respectively
[2022-02-25 12:00:48,036] multiqc.modules.deeptools.deeptools                [DEBUG  ]  Found 16 deepTools plotProfile samples
[2022-02-25 12:00:48,036] multiqc.modules.deeptools.deeptools                [INFO   ]  Found 32 total deepTools samples
[2022-02-25 12:00:48,041] multiqc.modules.base_module                        [DEBUG  ]  featurecounts - Selecting 'consensus_peaks.mLb.clN.featureCounts.txt.summary' as it matched the path_filters for 'MERGED LIB: featureCounts'
[2022-02-25 12:00:48,046] multiqc.modules.featureCounts.feature_counts       [INFO   ]  Found 16 reports
[2022-02-25 12:00:48,071] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,071] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,071] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,071] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,071] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,071] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,071] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,072] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,073] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK1_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C1_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C24_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK4_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R1_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,074] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C0_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK24_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'C4_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'IK0_R2_T2.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
